STFID,SQ_MILES,POP_DEN,MINORITY_D,POP2000,WHITE,MINORITY,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,min_per,min_pop2,WHITE_DEN,Shape_Leng,Shape_Area,PER_min
"261635133002",0.40174467548,1973.89050412000,1276.93042700000,"793","284","517","475","3","5","0","4","22","8","0",0.00000000000,706.91664964600,6516.10477546000,1040143.84938000003,0.64186633039
"261635223001",0.19620395438,2782.81853054000,2696.17399754000,"546","21","529","522","0","0","0","0","3","4","0",0.00000000000,107.03148194400,3028.46030206000,507899.20941499999,0.96153846154
"261635717001",0.11097140206,6875.64530898000,1243.56363386000,"763","644","152","49","1","14","0","14","41","33","0",0.00000000000,5803.29695803000,2258.81181575000,287212.54460299999,0.15596330275
"261635461005",0.09748106806,10514.86222300000,8760.67545218000,"1025","175","872","817","3","4","0","18","8","22","0",0.00000000000,1795.22037954000,2228.54300161000,252303.99755100001,0.82926829268
"261635461004",0.08487659828,10792.13845240000,8907.04876636000,"916","178","757","716","0","2","0","1","19","19","0",0.00000000000,2097.16227568000,2177.25145027000,219681.47768099999,0.80567685590
"261635346001",0.06501007013,11598.20314840000,11613.58538070000,"754","9","759","732","2","0","0","4","7","14","0",0.00000000000,138.44009063000,1624.32880645000,168280.17745700001,0.98806366048
"261635718001",0.19226889557,5814.77309001000,426.48604059100,"1118","1059","97","12","4","2","0","15","26","38","0",0.00000000000,5507.91118276000,3500.44570202000,497618.29115599999,0.05277280859
"261635346003",0.08070335800,12056.49955680000,12056.49955680000,"973","6","973","952","3","0","0","0","12","6","0",0.00000000000,74.34634875750,2122.38533534000,208901.71633400000,0.99383350463
"261635461001",0.09277018957,9453.46780152000,8030.59693516000,"877","165","752","683","0","9","0","7","13","40","0",0.00000000000,1778.58858296000,2212.77543594000,240112.91856100000,0.81185860889
"261635347002",0.05344480659,13640.24021160000,13546.68575200000,"729","8","724","711","0","0","0","0","10","3","0",0.00000000000,149.68713538100,1604.40493851000,138341.57669600000,0.98902606310
"261635346004",0.09378366587,7911.82550956000,7869.17415910000,"742","6","740","718","1","2","0","2","13","4","0",0.00000000000,63.97702568370,2215.60590231000,242759.37977999999,0.99191374663
"261635460004",0.09484112138,8972.90107563000,7749.80292666000,"851","130","739","692","2","1","0","4","22","18","0",0.00000000000,1370.71344281000,2210.58291458000,245473.97596700001,0.84723854289
"261635356004",0.16938476063,7255.67043574000,6919.15846273000,"1229","55","1178","1148","6","0","2","6","12","4","0",0.00000000000,324.70453536700,2707.77037979000,438446.26907600003,0.95524816924
"261635460005",0.05972220741,11151.63067260000,10448.37468430000,"666","47","635","593","3","0","0","11","12","16","0",0.00000000000,786.97693935900,1583.92288658000,154577.66195199999,0.92942942943
"261635460006",0.07777649076,10748.74929260000,10015.88002270000,"836","67","785","754","0","0","1","6","8","16","0",0.00000000000,861.44282608500,1800.86883749000,201308.33661000000,0.91985645933
"261635175001",0.09977722889,8659.29039728000,8579.11178249000,"864","9","860","830","1","3","0","4","17","5","0",0.00000000000,90.20094163840,2064.56636672000,258299.14619999999,0.98958333333
"261635454002",0.24403170578,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,3118.75567557000,631633.97648700001,0.00000000000
"261635460001",0.12766033325,9055.27951086000,8303.28398055000,"1156","105","1065","1037","0","2","0","5","7","14","0",0.00000000000,822.49511128100,2449.42996030000,330424.11430500000,0.90916955017
"261635454001",0.25685408678,2916.05249270000,2600.69835130000,"749","86","668","642","3","1","0","0","17","5","0",0.00000000000,334.82044642500,3492.46088958000,664829.41674799996,0.88518024032
"261635356001",0.09611590292,5961.55248611000,5659.83342486000,"573","33","544","537","1","1","0","0","1","4","0",0.00000000000,343.33548349300,2235.66238907000,248790.63709199999,0.94240837696
"261635355004",0.08222083959,10167.73854570000,10033.95251220000,"836","18","825","801","1","0","0","0","16","7","0",0.00000000000,218.92260026700,2158.99043212000,212818.98478500001,0.97846889952
"261635718003",0.11345667950,7148.10272605000,440.69683884400,"811","780","59","5","2","10","0","9","5","28","0",0.00000000000,6874.87068597000,2174.44150799000,293638.22683499998,0.03822441430
"261635356008",0.08949090954,8157.25310785000,7889.06944403000,"730","27","707","695","0","1","0","1","6","4","0",0.00000000000,301.70662179700,2188.99076023000,231641.29963699999,0.96301369863
"261635355001",0.12595653428,4731.79103752000,4580.94535009000,"596","20","577","566","1","1","0","0","8","1","0",0.00000000000,158.78493414500,2424.77848277000,326026.13970100001,0.96644295302
"261635350005",0.12371458430,6264.41906106000,5941.09420629000,"775","50","738","689","2","7","0","3","24","13","0",0.00000000000,404.15606845500,2381.91274505000,320224.83817100001,0.93548387097
"261635356006",0.05742084026,10066.03172920000,9961.54005036000,"578","11","576","555","2","0","0","4","6","9","0",0.00000000000,191.56807789100,1993.87232051000,148629.57209800000,0.98096885813
"261635719001",0.08780370684,6207.02723860000,364.44930575300,"545","523","35","4","0","12","0","3","3","13","0",0.00000000000,5956.46834089000,1980.23906001000,227243.98817299999,0.04036697248
"261635719002",0.43172147948,2415.90944529000,495.68995330100,"1043","841","222","119","1","42","0","8","32","20","0",0.00000000000,1948.01519031000,6409.38654392000,1117326.84554999997,0.19367209971
"261635188003",0.15832895605,2008.47657894000,1951.63290217000,"318","10","309","303","0","1","0","0","4","1","0",0.00000000000,63.15964084700,2948.98001388000,409883.15577700001,0.96855345912
"261635154002",0.15862418983,5617.04996538000,3662.74526362000,"891","322","584","537","3","3","0","3","23","15","0",0.00000000000,2029.95520634000,2689.76067406000,410666.63027899998,0.63860830528
"261635223003",0.26365839947,3921.74116995000,3872.43494634000,"1034","14","1026","1002","2","1","0","5","10","6","0",0.00000000000,53.09901003800,3638.25258039000,682520.38962300005,0.98646034816
"261635671001",0.37781173609,4229.61980098000,447.31273239400,"1598","1509","190","10","9","9","0","21","40","101","0",0.00000000000,3994.05274073000,4576.32330347000,977783.10069600004,0.05569461827
"261635673004",0.08733232097,8530.63323791000,423.66903329200,"745","718","44","4","2","0","0","7","14","17","0",0.00000000000,8221.46934875000,2247.61625711000,226008.07402999999,0.03624161074
"261635653001",0.58532769653,2513.12215146000,608.20631265800,"1471","1147","368","219","1","73","0","12","19","44","0",0.00000000000,1959.58606915000,7294.94306421000,1514709.55028999993,0.22025832767
"261635672004",0.11895608278,8297.17973998000,664.11063774900,"987","943","95","5","8","5","0","16","10","51","0",0.00000000000,7927.29533415000,3174.39078207000,307851.85337000003,0.04457953394
"261635673001",0.09807548108,6566.37105361000,275.29816529100,"644","628","27","0","0","8","0","0","8","11","0",0.00000000000,6403.23140011000,2217.22257187000,253812.75713499999,0.02484472050
"261635672003",0.22755474349,6947.77870050000,461.42742792700,"1581","1519","106","13","10","19","0","1","19","44","0",0.00000000000,6675.31679068000,3620.67568269000,588903.26934899995,0.03921568627
"261635673003",0.16032418813,6318.44771402000,249.49448031700,"1013","989","40","14","0","0","0","0","10","16","0",0.00000000000,6168.75102583000,2945.73746274000,414902.40495499998,0.02369200395
"261635652001",0.61662264593,6485.32781990000,1759.58506742000,"3999","2973","1108","444","5","487","1","23","66","82","0",0.00000000000,4821.42525846000,5569.78519833000,1595672.31664999994,0.25656414104
"261635673005",0.12615523099,6000.54388609000,332.92317465700,"757","723","47","0","0","16","0","5","13","13","0",0.00000000000,5731.03464946000,2997.91332996000,326479.67358000000,0.04491413474
"261635672001",0.11278519127,6011.42749658000,274.85877934200,"678","655","32","5","1","11","0","1","5","9","0",0.00000000000,5807.50001513000,2890.33784438000,291886.60933399998,0.03392330383
"261635674009",0.57242177314,3163.75107480000,129.27530620400,"1811","1753","78","20","3","18","0","4","13","20","0",0.00000000000,3062.42718615000,5474.74763317000,1481351.50521999993,0.03202650469
"261635632001",0.19633344266,7701.18416657000,738.53948687300,"1512","1396","153","22","5","58","1","8","22","37","0",0.00000000000,7110.35257707000,3886.19312969000,508054.52312199998,0.07671957672
"261635633009",0.49326263415,3851.90336437000,557.51232905300,"1900","1660","286","81","3","111","0","11","34","46","0",0.00000000000,3365.34714992000,4807.34423246000,1276377.58706000005,0.12631578947
"261635633001",1.06913155635,1073.76869870000,243.18803280600,"1148","910","273","99","7","77","1","13","41","35","0",0.00000000000,851.15811482200,7097.55504794000,2766553.25761000020,0.20731707317
"261635652002",0.69846957180,1934.22885484000,357.92539874800,"1351","1132","261","88","1","90","0","11","29","42","0",0.00000000000,1620.68620553000,6007.74947354000,1807453.38029000000,0.16210214656
"261635634003",0.28327466846,5514.08288104000,473.03912039600,"1562","1446","147","21","3","56","0","13","23","31","0",0.00000000000,5104.58632905000,3433.79861887000,733000.96785999998,0.07426376440
"261635632002",0.19191265799,10322.40406000000,3715.23174899000,"1981","1295","733","334","12","271","0","20","49","47","0",0.00000000000,6747.86131128000,4011.41354858000,496612.28473800002,0.34628975265
"261635634002",0.27486606201,5049.73218545000,738.54152280000,"1388","1205","211","61","7","72","0","8","35","28","0",0.00000000000,4383.95337425000,4521.01795527000,711236.13024099998,0.13184438040
"261635635001",0.84897395798,2184.99046122000,322.74252634700,"1855","1594","277","33","2","184","0","3","39","16","0",0.00000000000,1877.56053649000,6300.43459132000,2196742.37686000019,0.14070080863
"261635644001",3.00240027945,883.62634994400,151.54541621700,"2653","2233","467","87","2","286","0","12","33","47","0",0.00000000000,743.73827343500,11245.35394300000,7768548.74956999905,0.15831134565
"261635219001",0.18246255885,5831.33332507000,5644.99372634000,"1064","38","1040","995","0","11","0","10","10","14","0",0.00000000000,208.26190446700,2995.35749746000,472340.81248700002,0.96428571429
"261635175002",0.16219077652,6701.98406686000,5616.84221243000,"1087","186","916","828","6","46","0","5","16","15","0",0.00000000000,1146.79764162000,3231.39053220000,419870.59976499999,0.82888684453
"261635336002",0.10009391535,11499.20048560000,11509.19110290000,"1151","0","1159","1133","0","0","0","7","11","8","0",0.00000000000,0.00000000000,2009.71434669000,259100.13769500001,1.00000000000
"261635355002",0.07860638858,12060.08846340000,11703.88331890000,"948","37","930","867","3","3","0","10","28","19","0",0.00000000000,470.69965521600,1846.27184977000,203463.88713200000,0.96097046414
"261635653002",0.52743648994,3372.91794167000,944.18950812300,"1779","1326","513","327","16","50","1","15","44","60","0",0.00000000000,2514.04676259000,5564.53285223000,1364913.75971999997,0.25463743676
"261635355003",0.09435770608,11912.11663290000,11668.36335660000,"1124","27","1103","1080","0","1","0","2","14","6","0",0.00000000000,286.14515043500,1981.94147342000,244233.10115700000,0.97597864769
"261635153001",0.10283551493,12631.82277980000,10550.82965050000,"1299","225","1092","1013","0","21","0","7","33","18","0",0.00000000000,2187.96006578000,2357.46260423000,266232.47392500000,0.82678983834
"261635168001",0.23769930381,3786.29632308000,3710.57039662000,"900","26","887","855","0","0","0","5","14","13","0",0.00000000000,109.38189377800,4049.64489202000,615364.90418499999,0.97111111111
"261635672002",0.10891651753,8107.12663253000,293.80300367000,"883","864","32","14","1","1","0","0","3","13","0",0.00000000000,7932.68109910000,3375.35836541000,281873.37764600001,0.02151755379
"261635717002",0.13079460859,7584.41047925000,1192.70971246000,"992","871","163","55","2","9","0","7","48","42","0",0.00000000000,6659.29589458000,2635.70457574000,338518.19613800000,0.12197580645
"261635460003",0.06055661174,12219.97035050000,10700.73079350000,"740","100","657","608","0","8","0","9","15","17","0",0.00000000000,1651.34734467000,1584.69749354000,156737.26064399999,0.86486486487
"261635460002",0.07949744101,11685.91074320000,10289.63938420000,"929","117","830","778","2","0","0","12","20","18","0",0.00000000000,1471.74548649000,1815.87475449000,205762.54338700001,0.87405812702
"261635718002",0.29259369872,3974.79510014000,362.27711144900,"1163","1093","125","6","3","12","0","19","30","55","0",0.00000000000,3735.55549824000,4438.51804937000,757270.85583899997,0.06018916595
"261635346002",0.07381393439,6990.55001281000,6977.00243527000,"516","3","517","506","0","0","0","2","5","4","0",0.00000000000,40.64273263260,1817.00448952000,191069.21763999999,0.99418604651
"261635251002",0.15327441236,8859.92631822000,8846.87782585000,"1358","16","1363","1309","4","0","0","7","22","21","0",0.00000000000,104.38793894800,2651.88215032000,396765.10357199999,0.98821796760
"261635222002",0.07372998177,10158.68961310000,9833.17752937000,"749","37","731","692","2","0","0","6","12","19","0",0.00000000000,501.83112908500,1905.24661593000,190858.16371200001,0.95060080107
"261635673002",0.46110928793,3513.26690315000,748.19572937400,"1620","1296","371","106","5","109","0","26","78","47","0",0.00000000000,2810.61352252000,5675.07177103000,1193311.78936999990,0.20000000000
"261635202002",0.08061469979,14215.76961740000,8819.73141185000,"1146","460","723","322","3","317","2","12","30","37","0",0.00000000000,5706.15534381000,2181.89626283000,208689.05560299999,0.59860383944
"261635164001",0.27669825129,4578.99532822000,4239.27507498000,"1267","93","1181","1151","5","1","0","8","9","7","0",0.00000000000,336.10620799100,3439.85277284000,716338.33179500001,0.92659826362
"261635153003",0.04445224802,6591.34268927000,6051.43748605000,"293","30","269","259","1","0","0","0","3","6","0",0.00000000000,674.88150402100,1516.89469779000,115082.37498900000,0.89761092150
"261635175003",0.16286403839,4212.10235715000,3997.19917566000,"686","38","652","586","0","56","0","1","5","4","0",0.00000000000,233.32345418600,2807.61880540000,421616.29481100000,0.94460641399
"261635219002",0.33636467329,3936.20408190000,2978.90973569000,"1324","342","1017","906","10","8","0","15","43","35","0",0.00000000000,1016.75362236000,4014.47658696000,870739.14152099995,0.74169184290
"261635634001",0.23190864840,3169.35140225000,319.09116158700,"735","667","79","19","4","35","0","5","5","11","0",0.00000000000,2876.13249701000,3775.81109083000,600078.41780800000,0.09251700680
"261635719003",0.34565904141,1842.85646748000,89.68375273470,"637","617","35","0","1","2","0","4","13","15","0",0.00000000000,1784.99598185000,5800.82268657000,894591.12568699999,0.03139717425
"261635356003",0.08429003395,8375.84192210000,7901.28997184000,"706","45","676","638","0","7","0","10","6","15","0",0.00000000000,533.87094404300,2163.16974685000,218181.57257900000,0.93626062323
"261635347003",0.06654197617,10159.00096310000,9918.55123615000,"676","16","660","652","1","5","0","0","2","0","0",0.00000000000,240.44972693700,1849.66016006000,172243.02194700000,0.97633136095
"261635720001",0.30734281524,2531.37526375000,234.26609124700,"778","719","75","1","4","26","0","3","25","16","0",0.00000000000,2339.40721676000,6332.52580867000,795440.86246800004,0.07583547558
"261635671002",0.54955842728,3435.48548489000,511.31960871400,"1888","1640","292","86","23","54","0","11","74","44","0",0.00000000000,2984.21408645000,5935.58326329000,1422268.75242000003,0.13135593220
"261635222001",0.13068283264,4706.05042443000,4553.00813421000,"615","21","595","578","2","0","0","0","14","1","0",0.00000000000,160.69440473700,2934.22602746000,338288.08483299997,0.96585365854
"261635203001",0.08710844330,17323.23461290000,12937.89622850000,"1509","415","1148","787","3","215","0","21","68","54","0",0.00000000000,4764.17651714000,1895.70244103000,225500.46332600000,0.72498343274
"261635177001",0.15120405970,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,2758.47242614000,391436.02102500002,0.00000000000
"261635153002",0.08309342559,9001.91555054000,8556.63363160000,"748","45","713","684","2","3","0","2","12","10","0",0.00000000000,541.55909060700,1857.15467570000,215120.75811400000,0.93983957219
"261635167001",0.46407535639,6195.11456583000,6128.31506964000,"2875","40","2855","2788","5","1","0","11","30","20","0",0.00000000000,86.19289830720,4533.52731882000,1201420.76905000000,0.98608695652
"261635717003",0.23449677323,2426.47262124000,823.03904376000,"569","390","198","134","1","25","0","5","14","19","0",0.00000000000,1663.13589154000,3483.24830957000,606916.29032799997,0.31458699473
"261635251003",0.05796863170,10315.92401670000,10436.67898010000,"598","2","605","589","1","3","0","0","3","9","0",0.00000000000,34.50141811600,1708.54042441000,150055.84889800000,0.99665551840
"261635461003",0.08676568302,11144.95923180000,8217.53457320000,"967","281","726","634","1","7","0","13","31","40","0",0.00000000000,3238.60759477000,2204.07158483000,224570.41911799999,0.70941054809
"261635461002",0.11734872435,10967.31138010000,7592.75403235000,"1287","440","911","757","12","21","0","20","37","64","0",0.00000000000,3749.50816413000,2390.77615674000,303727.98542200000,0.65811965812
"261635459005",0.09509963946,9474.27356351000,5678.25496592000,"901","392","574","405","6","8","0","34","56","65","0",0.00000000000,4121.99249378000,2232.39332852000,246142.83366199999,0.56492785794
"261635736001",0.41357941268,4168.48602025000,1114.65896481000,"1724","1295","479","11","4","13","0","18","383","50","0",0.00000000000,3131.20034584000,4519.63788362000,1070543.41143999994,0.24883990719
"261635459004",0.08968149816,8262.57383333000,4382.17478610000,"741","360","414","318","10","7","0","21","25","33","0",0.00000000000,4014.20591093000,2187.47931705000,232120.18088299999,0.51417004049
"261635265002",0.22050798413,8698.09774739000,8625.53801645000,"1918","25","1906","1847","7","1","0","4","34","13","0",0.00000000000,113.37457960600,3035.68709157000,570787.62292999995,0.98696558916
"261635265001",0.07984879201,11033.35414070000,10745.30970800000,"881","25","861","840","5","0","0","3","8","5","0",0.00000000000,313.09177470800,1876.82679080000,206690.95877400000,0.97162315551
"261635459003",0.11133934329,9825.81689128000,6394.86437531000,"1094","412","744","580","7","7","0","32","56","62","0",0.00000000000,3700.39904864000,2413.53984861000,288177.76960699999,0.62340036563
"261635736002",0.08042129385,13765.01106780000,3630.87916153000,"1107","837","303","11","2","7","1","11","238","33","0",0.00000000000,10407.69129520000,1855.95345575000,208167.74057500000,0.24390243902
"261635459001",0.08815794756,8314.62188400000,5512.83251791000,"733","273","503","418","2","0","0","17","23","43","0",0.00000000000,3096.71456253000,2187.25319964000,228179.71176400001,0.62755798090
"261635455005",0.11006842275,6732.17605455000,5714.62717721000,"741","120","634","576","1","11","0","5","28","13","0",0.00000000000,1090.23094001000,2554.33026491000,284892.03895600000,0.83805668016
"261635736004",0.09037833626,13664.77909500000,4757.77733672000,"1235","821","435","27","1","10","0","5","371","21","0",0.00000000000,9084.03533359000,2201.53635796000,233939.94393199999,0.33522267207
"261635737007",0.07405539168,13678.95000010000,2714.18455085000,"1013","833","207","26","0","23","0","6","125","27","0",0.00000000000,11248.33696940000,1782.24183837000,191687.10345400000,0.17769002962
"261635737001",0.07421152690,9189.94701367000,1522.67450520000,"682","565","118","9","1","8","1","5","93","1","0",0.00000000000,7613.37252599000,1812.58281913000,192092.20316400001,0.17155425220
"261635455006",0.08272419334,8582.73706101000,6866.18964881000,"710","147","587","516","1","0","0","19","27","24","0",0.00000000000,1776.98922249000,2109.49648540000,214118.31816200001,0.79295774648
"261635253001",0.40216702061,2093.65750259000,2086.19791529000,"842","4","839","823","0","4","0","0","11","1","0",0.00000000000,9.94611640186,4698.23520182000,1041032.30070000002,0.99524940618
"261635738001",0.14479940877,7493.12451758000,2113.26829712000,"1085","797","308","21","3","1","0","2","261","20","0",0.00000000000,5504.16612029000,2443.13635920000,374800.21248200000,0.26543778802
"261635459002",0.10565315207,11367.38446970000,7448.90222951000,"1201","455","847","588","10","4","0","60","84","101","0",0.00000000000,4306.54449101000,2369.83801370000,273461.50653700001,0.62114904247
"261635738003",0.10754393203,12915.65199230000,3830.99252760000,"1389","1011","415","6","0","3","0","3","366","37","0",0.00000000000,9400.80933349000,2393.68710132000,278365.85789699998,0.27213822894
"261635455001",0.08067945600,8192.91592645000,4995.07582203000,"661","265","409","312","5","1","4","6","68","13","0",0.00000000000,3284.60320803000,1852.24196771000,208827.43784000000,0.59909228442
"261635738004",0.11138686979,12119.92044070000,1229.94748176000,"1350","1228","146","23","3","2","0","9","85","24","0",0.00000000000,11024.63874160000,2554.54803280000,288311.42414199997,0.09037037037
"261635204001",0.16725432116,10307.65595780000,7916.08845020000,"1724","425","1337","1083","10","124","4","13","65","38","0",0.00000000000,2541.04047684000,2862.15457458000,432974.76223100000,0.75348027842
"261635462004",0.09907108215,7469.38444505000,1554.43946559000,"740","632","165","40","6","19","0","11","32","57","0",0.00000000000,6379.25806658000,2266.80154793000,256414.94820099999,0.14594594595
"261635177002",0.23951998249,555.27726170800,455.07685358000,"133","26","110","100","2","1","1","1","2","3","0",0.00000000000,108.55044213800,3851.18810783000,620068.63670799998,0.80451127820
"261635672005",0.57392930059,4815.92418643000,872.92981816300,"2764","2305","510","304","7","97","3","9","39","51","0",0.00000000000,4016.17411350000,7811.45521490000,1485305.41167000006,0.16606367583
"261635738005",0.08217811522,6875.30978920000,1484.58016687000,"565","451","123","6","1","5","0","1","101","9","0",0.00000000000,5488.07914147000,2236.28747635000,212707.48435899999,0.20176991150
"261635220001",0.64121760203,2616.89634642000,2473.41931193000,"1678","117","1609","1495","8","2","0","23","33","48","0",0.00000000000,182.46535907700,5894.70446405000,1659896.87474000012,0.93027413588
"261635653003",0.21849973324,8334.10628479000,2041.19242340000,"1821","1412","470","189","7","129","1","24","59","61","0",0.00000000000,6462.25045257000,3536.06104761000,565431.88735500001,0.22460186711
"261635153004",0.07324469630,12437.76062980000,11673.20015200000,"911","67","856","821","4","2","0","1","16","12","0",0.00000000000,914.74200021500,1793.81722043000,189623.63613299999,0.92645444566
"261635634004",0.22614736073,7070.61092764000,619.06537202600,"1599","1465","156","37","0","78","1","16","2","22","0",0.00000000000,6478.07692870000,3093.94246175000,585177.70212999999,0.08380237649
"261635719004",0.14196269587,5614.15092245000,359.24930620400,"797","764","51","8","2","3","1","0","19","18","0",0.00000000000,5381.69548902000,2627.90268133000,367407.10248599999,0.04140526976
"261635252001",0.07027163581,6859.09747864000,6901.78895672000,"482","3","485","459","5","0","0","0","15","6","0",0.00000000000,42.69147808280,2059.21421272000,181904.49775499999,0.99377593361
"261635455003",0.07226551050,10032.44832750000,5798.06324032000,"725","324","453","292","8","0","0","34","67","52","0",0.00000000000,4483.46656292000,1763.30710642000,187047.60859399999,0.55310344828
"261635252002",0.12802446174,5772.33436434000,5764.52335708000,"739","12","738","714","1","1","0","0","11","11","0",0.00000000000,93.73208710710,3147.72624909000,331401.10378499998,0.98376184033
"261635176001",0.13458980267,13032.19088830000,12987.61098790000,"1754","17","1753","1701","7","8","1","5","15","16","0",0.00000000000,126.30971784600,2565.72853160000,348422.59644499997,0.99030786773
"261635455002",0.08210350139,9402.76586168000,4640.48418821000,"772","415","396","191","4","0","0","15","147","39","0",0.00000000000,5054.59563808000,2272.44956206000,212512.81985599999,0.46243523316
"261635455004",0.07593655534,12905.51033880000,9547.44387308000,"980","269","744","626","6","0","1","19","59","33","0",0.00000000000,3542.43089912000,1784.60787457000,196548.57923500001,0.72551020408
"261635221002",0.14881172377,3870.66277702000,3803.46377047000,"576","12","579","546","0","0","0","13","5","15","0",0.00000000000,80.63880785460,2646.24544806000,385217.48210600001,0.97916666667
"261635203002",0.08107511198,8658.63744001000,6956.51213129000,"702","148","565","530","2","6","0","1","15","11","0",0.00000000000,1825.46772240000,1814.05233260000,209882.14759000001,0.78917378917
"261635265003",0.09408735765,8056.34273225000,7950.05852734000,"758","15","748","736","0","0","0","0","7","5","0",0.00000000000,159.42630736600,2137.63104472000,243548.34396599999,0.98021108179
"261635674002",0.16366745216,3311.59306776000,189.40845959500,"542","526","33","7","0","1","1","2","5","17","0",0.00000000000,3213.83386281000,2921.51081354000,423547.77768699999,0.02952029520
"261635720002",0.17257189548,6148.16217357000,365.06523745000,"1061","1018","69","0","3","0","0","6","34","26","0",0.00000000000,5898.99066229000,2774.60916341000,446637.55666200002,0.04052780396
"261635158001",1.44313900088,48.50537609860,42.26897060020,"70","9","61","61","0","0","0","0","0","0","0",0.00000000000,6.23640549839,13031.51784340000,3736237.54018000001,0.87142857143
"261635462002",0.08139180447,7900.05829468000,1154.90743344000,"643","580","107","34","6","6","0","13","4","44","0",0.00000000000,7126.02458929000,1849.48239603000,210658.22362300000,0.09797822706
"261635635002",1.15280782402,4147.26539876000,674.87397620500,"4781","4067","792","150","11","481","0","14","58","78","0",0.00000000000,3527.90804785000,7590.59304247000,2982919.90191000002,0.14934114202
"261635462003",0.09305878725,6501.26675705000,1096.08133755000,"605","527","122","24","0","21","0","20","13","44","0",0.00000000000,5663.08691069000,1991.69960193000,240853.25524000000,0.12892561984
"261635218001",0.08093595912,2532.86675322000,2495.80041049000,"205","3","202","201","0","0","0","0","1","0","0",0.00000000000,37.06634273010,2092.67100987000,209519.62468000001,0.98536585366
"261635736003",0.08284747989,11394.43228940000,3198.64889481000,"944","697","271","11","0","21","0","6","209","24","0",0.00000000000,8413.05011201000,1872.76835837000,214447.75506900001,0.26165254237
"261635737006",0.07728630061,10066.46706940000,1953.77445691000,"778","650","158","2","0","0","0","7","119","30","0",0.00000000000,8410.28739731000,1808.64567433000,200049.95336799999,0.16452442159
"261635169001",0.23298219945,9202.41977740000,8640.14506152000,"2144","133","2023","1951","11","3","0","10","36","12","0",0.00000000000,570.85906268400,3266.17994385000,603149.51827600005,0.93796641791
"261635174001",0.04439182337,4370.17417348000,3897.11408254000,"194","24","173","166","2","0","0","0","2","3","0",0.00000000000,540.64010393600,1541.19243717000,114919.61734400000,0.87628865979
"261635164002",0.12079429282,3766.73425039000,3203.79374703000,"455","70","390","366","0","3","0","3","13","5","0",0.00000000000,579.49757698300,2367.96821502000,312722.69246200001,0.84615384615
"261635671003",0.06994795129,7805.80402928000,614.74280816700,"546","512","56","1","3","6","0","13","11","22","0",0.00000000000,7319.72832050000,1931.88003999000,181026.10717900001,0.06227106227
"261635252003",0.09255198274,7249.97974277000,7163.54183227000,"671","8","663","647","2","0","1","0","13","0","0",0.00000000000,86.43791049500,2161.02289258000,239579.08675100000,0.98807749627
"261635219003",0.11881667655,6741.47790746000,4519.56758590000,"801","273","539","496","0","2","0","2","28","11","0",0.00000000000,2297.65726434000,2548.22086642000,307580.24107500003,0.65917602996
"261635674001",0.11811617049,5613.11797723000,491.04199499100,"663","617","61","7","4","19","0","3","13","15","0",0.00000000000,5223.67087775000,2524.15758002000,305670.51287799998,0.06938159879
"261635640003",0.48031805250,1255.41814817000,29.14735335710,"603","595","18","0","1","0","0","4","3","10","0",0.00000000000,1238.76251768000,4328.25503205000,1242918.07345000003,0.01326699834
"261635737002",0.10022060441,12203.07946820000,3592.07572246000,"1223","883","368","3","3","29","0","8","297","28","0",0.00000000000,8810.56350813000,2315.33449900000,259414.94909099999,0.27800490597
"261635254004",0.02196070439,9926.82184152000,9835.75008151000,"218","6","216","206","0","0","0","0","6","4","0",0.00000000000,273.21528004200,1127.11420748000,56847.51878850000,0.97247706422
"261635738002",0.26904237092,4352.47428129000,605.85252591800,"1171","1025","169","33","0","15","0","6","92","23","0",0.00000000000,3809.80882862000,3953.68171865000,696390.75920700002,0.12467976089
"261635174002",0.13973687764,1982.29704773000,1581.54385397000,"277","57","221","214","0","0","0","0","6","1","0",0.00000000000,407.90950079700,2468.77115397000,361745.34463399998,0.79422382672
"261635206002",0.09057361237,11338.84332450000,9450.87622762000,"1027","186","859","778","18","12","0","3","30","18","0",0.00000000000,2053.57824572000,1990.36450136000,234471.70770599999,0.81888997079
"261635221003",0.12867745337,4149.91116175000,4173.22526940000,"534","4","538","517","0","0","0","1","12","8","0",0.00000000000,31.08547686700,2521.47356130000,333098.80946399999,0.99250936330
"261635170001",0.22594050765,9993.78121031000,7484.27104811000,"2258","585","1706","1530","8","62","0","15","58","33","0",0.00000000000,2589.17715147000,3227.26436945000,584915.23586799996,0.74092116918
"261635715001",0.23294091088,4653.54065930000,1317.93079558000,"1084","816","315","112","2","40","0","8","106","47","0",0.00000000000,3503.03429704000,3646.47567095000,602904.89908400003,0.24723247233
"261635458003",0.10276995032,8601.73618123000,2841.29747163000,"884","648","310","127","10","15","0","18","66","74","0",0.00000000000,6305.34507402000,2453.22828302000,265994.63558599999,0.26696832579
"261635458005",0.13747647932,8161.39608433000,3135.08174006000,"1122","745","474","203","12","12","5","43","102","97","0",0.00000000000,5419.10880822000,2574.20662413000,355829.44491800002,0.33600713013
